                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                 1.6946,                 1.6988,                  2.168,                0.60904,                0.69624,                0.70184,                0.35689,                 1.7432,                 1.4106,                 2.1724,              0.0003994,              0.0003994,              0.0003994
                     93,                 1.7156,                 1.7335,                 2.1872,                0.60491,                0.71548,                  0.727,                0.38134,                 1.6889,                 1.4168,                 2.1252,              0.0003928,              0.0003928,              0.0003928
                     94,                 1.6734,                 1.7043,                 2.1242,                0.63866,                0.70031,                0.72586,                0.35197,                 1.7599,                 1.4651,                 2.1746,              0.0003862,              0.0003862,              0.0003862
                     95,                 1.6956,                 1.7057,                  2.141,                0.66963,                0.67456,                 0.7242,                0.35822,                 1.8022,                 1.4896,                 2.2164,              0.0003796,              0.0003796,              0.0003796
                     96,                 1.6546,                  1.727,                  2.122,                0.58719,                0.74933,                0.72102,                0.36573,                 1.7113,                 1.4275,                 2.1495,               0.000373,               0.000373,               0.000373
                     97,                  1.697,                 1.6777,                 2.1519,                0.75763,                0.65206,                0.73324,                0.36948,                 1.7333,                 1.4805,                 2.1584,              0.0003664,              0.0003664,              0.0003664
                     98,                 1.6832,                 1.6828,                 2.1274,                0.70148,                0.65473,                0.70887,                0.34608,                 1.7792,                 1.4805,                  2.182,              0.0003598,              0.0003598,              0.0003598
                     99,                 1.6528,                 1.6621,                 2.0892,                0.62458,                 0.6981,                0.72461,                0.35282,                  1.757,                 1.4707,                 2.1838,              0.0003532,              0.0003532,              0.0003532
                    100,                 1.7072,                 1.7109,                 2.1426,                0.64324,                0.72531,                0.74833,                0.38275,                 1.6755,                 1.3617,                 2.1206,              0.0003466,              0.0003466,              0.0003466
                    101,                 1.6774,                 1.6429,                 2.1412,                0.64465,                0.72513,                0.72395,                0.35657,                 1.8496,                 1.4355,                 2.2621,                0.00034,                0.00034,                0.00034
                    102,                  1.672,                 1.6476,                 2.1089,                0.64234,                0.73811,                0.76354,                0.36337,                 1.8197,                 1.3761,                 2.2678,              0.0003334,              0.0003334,              0.0003334
                    103,                 1.6585,                 1.6326,                 2.1012,                0.56212,                0.74365,                0.71508,                0.37897,                 1.6994,                   1.42,                 2.1293,              0.0003268,              0.0003268,              0.0003268
                    104,                 1.6748,                 1.6592,                 2.1444,                0.57091,                 0.7597,                0.74509,                0.38069,                 1.6962,                 1.4118,                 2.1602,              0.0003202,              0.0003202,              0.0003202
                    105,                 1.6429,                 1.6296,                 2.1033,                0.65782,                0.70219,                0.73418,                0.40371,                 1.6739,                  1.332,                  2.131,              0.0003136,              0.0003136,              0.0003136
                    106,                 1.6582,                 1.5965,                 2.0889,                0.72455,                0.65878,                0.73231,                0.37478,                 1.7133,                 1.4325,                 2.1578,               0.000307,               0.000307,               0.000307
                    107,                 1.6496,                 1.6353,                 2.1054,                0.63168,                0.76625,                0.75204,                 0.4039,                  1.646,                 1.3324,                 2.0909,              0.0003004,              0.0003004,              0.0003004
                    108,                 1.6766,                 1.6558,                 2.1587,                0.77863,                0.67443,                0.75209,                0.39534,                 1.6615,                 1.3589,                  2.125,              0.0002938,              0.0002938,              0.0002938
                    109,                 1.6558,                 1.6298,                 2.0946,                0.59912,                0.74954,                0.73284,                 0.4039,                 1.6104,                 1.3798,                 2.0839,              0.0002872,              0.0002872,              0.0002872
                    110,                 1.6344,                 1.6371,                 2.0813,                0.68569,                0.76781,                0.76485,                0.39942,                 1.6661,                 1.3963,                 2.0761,              0.0002806,              0.0002806,              0.0002806
                    111,                 1.6188,                 1.6046,                 2.0784,                0.62297,                0.74186,                0.76187,                0.37821,                  1.801,                 1.3863,                 2.1791,               0.000274,               0.000274,               0.000274
                    112,                 1.6125,                 1.6459,                 2.0929,                0.81952,                 0.6309,                0.74093,                0.36852,                  1.769,                 1.4889,                 2.1948,              0.0002674,              0.0002674,              0.0002674
                    113,                  1.609,                 1.6166,                 2.0619,                0.65501,                0.71782,                0.73788,                0.37395,                 1.7433,                 1.3398,                 2.1762,              0.0002608,              0.0002608,              0.0002608
                    114,                 1.6518,                   1.61,                 2.0893,                0.63285,                 0.7536,                0.74475,                0.38037,                  1.769,                 1.3541,                 2.1888,              0.0002542,              0.0002542,              0.0002542
                    115,                 1.6625,                 1.6552,                 2.1038,                0.70607,                0.68729,                0.73343,                0.35215,                 1.7953,                 1.4219,                 2.2016,              0.0002476,              0.0002476,              0.0002476
                    116,                 1.6172,                 1.6137,                 2.0505,                0.61703,                 0.7317,                0.73538,                 0.3831,                 1.7148,                 1.3845,                 2.1303,               0.000241,               0.000241,               0.000241
                    117,                 1.6082,                 1.5674,                 2.0564,                0.64228,                0.74985,                0.74556,                0.37202,                 1.7856,                 1.3769,                 2.1983,              0.0002344,              0.0002344,              0.0002344
                    118,                  1.643,                 1.6018,                 2.0608,                0.57781,                0.74789,                0.73164,                0.37772,                 1.7612,                 1.4156,                 2.1734,              0.0002278,              0.0002278,              0.0002278
                    119,                 1.6083,                  1.597,                 2.0639,                 0.7199,                0.67498,                0.74082,                0.37722,                 1.7071,                 1.4001,                  2.124,              0.0002212,              0.0002212,              0.0002212
                    120,                  1.603,                 1.5592,                 2.0598,                 0.6306,                0.70809,                0.72321,                0.35012,                 1.7864,                 1.4066,                 2.2088,              0.0002146,              0.0002146,              0.0002146
                    121,                 1.6206,                 1.6054,                 2.0658,                0.68394,                0.75442,                0.76088,                0.39458,                 1.7354,                 1.3381,                 2.1477,               0.000208,               0.000208,               0.000208
                    122,                 1.6037,                 1.5624,                 2.0429,                0.71204,                0.68997,                0.74831,                0.38365,                 1.7397,                 1.3973,                 2.1547,              0.0002014,              0.0002014,              0.0002014
                    123,                 1.5908,                 1.6239,                 2.0534,                0.66216,                0.75243,                0.76126,                0.39275,                 1.6797,                  1.401,                 2.1035,              0.0001948,              0.0001948,              0.0001948
                    124,                  1.591,                 1.6034,                  2.054,                0.78619,                0.69265,                0.77152,                0.40183,                 1.7025,                 1.3563,                 2.1037,              0.0001882,              0.0001882,              0.0001882
                    125,                 1.6095,                 1.5297,                 2.0638,                0.65071,                0.75123,                0.77151,                0.39886,                 1.7238,                 1.3377,                 2.1282,              0.0001816,              0.0001816,              0.0001816
                    126,                 1.5894,                 1.5624,                 2.0611,                0.74773,                0.70581,                0.77164,                0.40187,                 1.7161,                 1.3492,                  2.149,               0.000175,               0.000175,               0.000175
                    127,                 1.6303,                 1.6051,                 2.0845,                0.62835,                0.74803,                0.72709,                0.39029,                 1.6878,                 1.3675,                 2.1225,              0.0001684,              0.0001684,              0.0001684
                    128,                 1.5895,                 1.5695,                 2.0492,                0.75553,                0.66315,                0.75462,                0.39626,                 1.7082,                 1.3369,                 2.1253,              0.0001618,              0.0001618,              0.0001618
                    129,                 1.5899,                 1.5377,                  2.034,                0.76134,                0.68475,                0.74562,                0.37795,                 1.7223,                 1.3746,                 2.1242,              0.0001552,              0.0001552,              0.0001552
                    130,                 1.5882,                 1.5517,                  2.022,                0.61009,                0.75091,                0.75571,                0.38548,                 1.7276,                 1.3761,                 2.1341,              0.0001486,              0.0001486,              0.0001486
                    131,                 1.6267,                 1.6218,                 2.0631,                0.65233,                0.77383,                0.76108,                0.38528,                 1.7338,                  1.334,                 2.1393,               0.000142,               0.000142,               0.000142
                    132,                 1.5874,                 1.5428,                 2.0444,                0.65422,                0.72211,                0.76979,                0.39303,                 1.6947,                 1.3223,                 2.1205,              0.0001354,              0.0001354,              0.0001354
                    133,                 1.5839,                 1.5622,                 2.0019,                0.77653,                0.69205,                0.77048,                0.38395,                 1.7317,                 1.3371,                  2.128,              0.0001288,              0.0001288,              0.0001288
                    134,                 1.5868,                 1.4938,                 2.0189,                0.72572,                0.69188,                0.75308,                0.37283,                 1.7624,                 1.3851,                 2.1649,              0.0001222,              0.0001222,              0.0001222
                    135,                 1.5883,                 1.5159,                 2.0482,                0.63901,                 0.7441,                0.75217,                0.38578,                 1.7457,                 1.3365,                 2.1527,              0.0001156,              0.0001156,              0.0001156
                    136,                 1.5727,                 1.5238,                 2.0053,                0.75813,                0.70694,                 0.7602,                0.39047,                  1.704,                 1.3381,                 2.1028,               0.000109,               0.000109,               0.000109
                    137,                 1.5613,                 1.5241,                 2.0086,                 0.6604,                0.74888,                0.76855,                 0.3838,                 1.7353,                 1.3607,                 2.1477,              0.0001024,              0.0001024,              0.0001024
                    138,                 1.5688,                 1.5159,                 2.0282,                0.66828,                0.74852,                0.74951,                 0.3724,                 1.7248,                 1.3417,                 2.1465,               9.58e-05,               9.58e-05,               9.58e-05
                    139,                 1.5897,                   1.54,                 2.0157,                 0.6684,                0.76054,                0.75821,                0.39255,                 1.7164,                  1.313,                 2.1318,               8.92e-05,               8.92e-05,               8.92e-05
                    140,                 1.5051,                 1.5115,                 1.9758,                0.67344,                0.75647,                0.74855,                0.38564,                 1.7141,                 1.3373,                 2.1273,               8.26e-05,               8.26e-05,               8.26e-05
                    141,                 1.5284,                 1.4069,                 2.0112,                  0.739,                0.68515,                0.75493,                0.38609,                 1.7563,                 1.3637,                 2.1745,                7.6e-05,                7.6e-05,                7.6e-05
