                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.8028,                 2.1791,                 2.3877,                0.53364,                0.80543,                0.72739,                0.40736,                 1.7424,                 1.6842,                 2.3357,              0.0002872,              0.0002872,              0.0002872
                    147,                 1.8672,                 2.2828,                  2.433,                 0.7157,                 0.5925,                0.72181,                0.39473,                 1.8057,                 1.6697,                 2.3906,             0.00028225,             0.00028225,             0.00028225
                    148,                 1.7846,                 2.1431,                 2.3681,                0.66346,                0.64854,                0.68032,                0.34933,                 1.8211,                 1.7649,                 2.4508,              0.0002773,              0.0002773,              0.0002773
                    149,                 1.7324,                 2.0759,                 2.3209,                0.50329,                0.64132,                0.60896,                0.33765,                  1.802,                 1.7624,                 2.4428,             0.00027235,             0.00027235,             0.00027235
                    150,                 1.7775,                 2.1368,                 2.3853,                0.44364,                0.71212,                0.60979,                0.32815,                 1.8047,                 1.7109,                 2.4389,              0.0002674,              0.0002674,              0.0002674
                    151,                 1.7714,                 2.0045,                 2.3065,                0.52767,                0.71467,                0.66208,                0.34467,                 1.8737,                 1.6365,                 2.5314,             0.00026245,             0.00026245,             0.00026245
                    152,                 1.8293,                 2.2573,                 2.4184,                0.57966,                0.75342,                0.72275,                0.36652,                 1.9628,                 1.6588,                 2.6106,              0.0002575,              0.0002575,              0.0002575
                    153,                 1.7143,                 2.0459,                 2.3441,                0.65983,                0.68624,                0.73348,                0.39124,                 1.8872,                 1.6405,                 2.4928,             0.00025255,             0.00025255,             0.00025255
                    154,                 1.7243,                 1.9996,                  2.283,                0.72895,                0.66779,                0.73194,                0.41636,                 1.7184,                 1.6148,                 2.3304,              0.0002476,              0.0002476,              0.0002476
                    155,                 1.7731,                 2.0942,                 2.3692,                0.60937,                0.68526,                0.68698,                 0.3774,                 1.6948,                 1.7589,                 2.3131,             0.00024265,             0.00024265,             0.00024265
                    156,                 1.7584,                 2.1247,                 2.3878,                0.70326,                0.62987,                0.69165,                0.35766,                 1.7392,                 1.8114,                 2.3505,              0.0002377,              0.0002377,              0.0002377
                    157,                 1.7074,                 1.9847,                 2.3358,                 0.6476,                0.67732,                0.71966,                0.37755,                 1.7956,                 1.7456,                 2.4341,             0.00023275,             0.00023275,             0.00023275
                    158,                 1.7661,                 2.0907,                 2.3594,                0.54523,                0.76098,                0.74512,                0.38468,                  1.831,                 1.6626,                 2.4986,              0.0002278,              0.0002278,              0.0002278
                    159,                 1.7639,                 2.0086,                  2.352,                0.60214,                0.78299,                0.75548,                0.40183,                 1.7743,                 1.5825,                 2.4019,             0.00022285,             0.00022285,             0.00022285
                    160,                 1.7492,                 2.0308,                 2.2875,                 0.6765,                0.70461,                0.71995,                0.37911,                 1.7276,                 1.5748,                 2.3034,              0.0002179,              0.0002179,              0.0002179
                    161,                 1.7016,                 2.0068,                  2.274,                0.63612,                0.76355,                0.73726,                0.40082,                 1.7367,                 1.5647,                 2.3185,             0.00021295,             0.00021295,             0.00021295
                    162,                 1.6538,                 1.9302,                 2.2908,                0.68986,                0.70766,                0.75517,                0.40755,                 1.7757,                 1.5594,                 2.3928,               0.000208,               0.000208,               0.000208
                    163,                 1.7031,                 2.0272,                 2.2473,                0.73498,                0.71608,                0.76742,                 0.4191,                 1.8103,                 1.4986,                 2.4296,             0.00020305,             0.00020305,             0.00020305
                    164,                 1.7669,                 2.0379,                 2.3518,                0.66201,                0.71024,                0.71252,                  0.395,                 1.7674,                 1.5524,                 2.3572,              0.0001981,              0.0001981,              0.0001981
                    165,                 1.7176,                 2.0501,                 2.2811,                0.57934,                0.68245,                0.66479,                0.37888,                 1.7823,                 1.6204,                 2.3734,             0.00019315,             0.00019315,             0.00019315
                    166,                 1.7984,                 2.1158,                 2.3625,                0.54428,                0.72967,                0.66694,                0.38562,                 1.7689,                 1.6305,                 2.3816,              0.0001882,              0.0001882,              0.0001882
                    167,                 1.7318,                  2.015,                 2.3034,                0.70113,                0.71874,                0.74209,                0.42144,                 1.7849,                 1.6148,                 2.4307,             0.00018325,             0.00018325,             0.00018325
                    168,                 1.6809,                  1.982,                 2.3149,                  0.795,                0.70328,                0.75838,                0.43216,                 1.7072,                 1.6296,                 2.3048,              0.0001783,              0.0001783,              0.0001783
                    169,                 1.7126,                 1.9224,                 2.3176,                0.77719,                0.67423,                0.73956,                0.41167,                 1.6967,                 1.6165,                 2.3159,             0.00017335,             0.00017335,             0.00017335
                    170,                 1.7028,                  1.991,                 2.3245,                0.69419,                 0.7197,                0.74287,                0.42984,                  1.706,                 1.5866,                 2.3629,              0.0001684,              0.0001684,              0.0001684
                    171,                  1.707,                 1.9382,                 2.2741,                  0.671,                0.73838,                 0.7353,                0.40804,                 1.7056,                 1.5811,                 2.3539,             0.00016345,             0.00016345,             0.00016345
                    172,                 1.7328,                 2.0559,                 2.2982,                0.68478,                0.72201,                0.71848,                0.39488,                  1.703,                 1.6277,                 2.3434,              0.0001585,              0.0001585,              0.0001585
                    173,                 1.7572,                 2.0665,                 2.3162,                0.66695,                0.74507,                0.71032,                0.39584,                 1.6861,                 1.6096,                 2.3149,             0.00015355,             0.00015355,             0.00015355
                    174,                 1.7547,                 1.9803,                  2.336,                0.64391,                0.76981,                0.72189,                0.41223,                 1.7037,                 1.5798,                 2.3089,              0.0001486,              0.0001486,              0.0001486
                    175,                 1.7459,                 1.9812,                 2.3221,                0.69993,                0.71437,                0.73786,                0.41484,                 1.7184,                 1.6071,                 2.3288,             0.00014365,             0.00014365,             0.00014365
                    176,                 1.7037,                 1.9849,                 2.3086,                0.70703,                 0.6893,                0.71569,                0.38612,                 1.7724,                 1.6101,                 2.3976,              0.0001387,              0.0001387,              0.0001387
                    177,                 1.7023,                 1.9817,                 2.2981,                0.69722,                0.68077,                0.71914,                0.39272,                 1.8065,                 1.5719,                 2.4343,             0.00013375,             0.00013375,             0.00013375
                    178,                 1.7044,                 2.0304,                 2.3557,                0.71125,                0.65846,                0.74314,                0.40067,                 1.8133,                  1.541,                 2.4508,              0.0001288,              0.0001288,              0.0001288
                    179,                 1.6551,                 1.9396,                 2.2745,                0.66675,                0.70353,                0.76208,                0.43904,                 1.7256,                   1.52,                 2.3158,             0.00012385,             0.00012385,             0.00012385
                    180,                 1.6552,                 1.9977,                 2.2821,                0.57954,                0.73535,                0.76793,                0.44203,                 1.7023,                 1.5234,                 2.2831,              0.0001189,              0.0001189,              0.0001189
                    181,                 1.7569,                 2.0955,                 2.3253,                0.53163,                0.73535,                0.74801,                0.43634,                 1.6955,                 1.5065,                 2.2857,             0.00011395,             0.00011395,             0.00011395
                    182,                 1.6383,                 1.9231,                 2.2197,                0.71904,                0.63553,                0.75299,                0.41291,                  1.717,                 1.5331,                 2.3376,               0.000109,               0.000109,               0.000109
                    183,                 1.6584,                 2.0478,                 2.2643,                0.67339,                 0.7129,                0.75176,                0.42699,                 1.7297,                 1.5231,                 2.3737,             0.00010405,             0.00010405,             0.00010405
                    184,                 1.7146,                 1.9594,                 2.3011,                0.68241,                0.74191,                0.74258,                 0.4322,                 1.6941,                  1.542,                  2.314,               9.91e-05,               9.91e-05,               9.91e-05
                    185,                 1.6727,                 2.1074,                 2.2937,                0.66024,                0.77419,                0.74711,                0.43036,                 1.6858,                 1.5446,                 2.2971,              9.415e-05,              9.415e-05,              9.415e-05
                    186,                 1.6485,                 1.8558,                 2.2241,                0.60294,                0.75102,                0.73918,                0.41763,                 1.6721,                 1.5126,                 2.2916,               8.92e-05,               8.92e-05,               8.92e-05
                    187,                 1.7303,                 2.0008,                 2.3368,                0.66975,                0.68625,                0.74579,                0.43296,                 1.6646,                 1.4992,                 2.2953,              8.425e-05,              8.425e-05,              8.425e-05
                    188,                 1.7293,                   2.04,                 2.2997,                 0.6458,                0.76449,                0.74945,                0.42556,                 1.6715,                 1.4892,                 2.3013,               7.93e-05,               7.93e-05,               7.93e-05
                    189,                 1.6867,                 1.9625,                 2.2904,                0.66362,                0.71907,                0.75018,                0.43069,                 1.6847,                 1.4876,                 2.3163,              7.435e-05,              7.435e-05,              7.435e-05
                    190,                 1.6777,                 1.9481,                 2.2539,                 0.6783,                0.71349,                0.76334,                0.43486,                 1.7131,                  1.484,                 2.3428,               6.94e-05,               6.94e-05,               6.94e-05
                    191,                 1.5953,                 1.8439,                 2.2112,                0.67237,                0.77397,                0.76059,                0.43318,                 1.7246,                 1.5076,                 2.3372,              6.445e-05,              6.445e-05,              6.445e-05
                    192,                 1.6214,                 1.9176,                 2.2624,                0.67324,                0.77501,                0.76339,                0.42639,                 1.7325,                 1.5155,                 2.3164,               5.95e-05,               5.95e-05,               5.95e-05
                    193,                 1.6019,                 1.8411,                 2.1715,                0.68856,                0.77078,                0.77196,                0.43504,                 1.7332,                 1.5078,                 2.3037,              5.455e-05,              5.455e-05,              5.455e-05
                    194,                 1.5835,                 1.8904,                 2.2267,                0.67433,                 0.7233,                0.77379,                0.43475,                 1.7286,                 1.5075,                 2.2895,               4.96e-05,               4.96e-05,               4.96e-05
                    195,                 1.6698,                 1.9339,                 2.2439,                0.68392,                0.68824,                0.76724,                0.42986,                 1.7236,                 1.4971,                 2.2813,              4.465e-05,              4.465e-05,              4.465e-05
                    196,                 1.5181,                 1.8255,                 2.1499,                0.59676,                0.74169,                0.76441,                0.43754,                  1.727,                 1.5006,                 2.3016,               3.97e-05,               3.97e-05,               3.97e-05
                    197,                 1.5758,                 1.8648,                 2.1843,                0.70898,                0.65218,                0.76333,                0.44485,                 1.7321,                  1.508,                  2.315,              3.475e-05,              3.475e-05,              3.475e-05
                    198,                 1.5828,                 1.8396,                 2.2316,                0.71288,                0.64195,                0.76295,                0.44806,                 1.7346,                 1.5024,                 2.3277,               2.98e-05,               2.98e-05,               2.98e-05
                    199,                 1.5301,                 1.7687,                 2.1533,                0.60078,                0.74924,                0.76932,                0.44686,                 1.7283,                  1.479,                 2.3237,              2.485e-05,              2.485e-05,              2.485e-05
                    200,                 1.5539,                  1.838,                 2.2104,                0.62095,                0.75859,                0.77026,                0.45273,                 1.7192,                  1.475,                 2.3238,               1.99e-05,               1.99e-05,               1.99e-05
